Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
33.7,54.2,2.5,8.486,953.7,398.1,394.4,396.5,233.3,228.8,227.4,139.835,139.646,139.75,98.14,66.4,1.0,49.97,96.033,-1.188,239.49,97.843,653.7,653.7,638.7,638.7,637.1,637.1,651.3,651.3,636.8,636.8,645.8,645.8,636.9,636.9,641.5,641.5,647.3,647.3,641.2,641.2,15.08,0.0,0.0,15.14,15.2,0.0,0.0,15.33,15.25,0.0,0.0,15.1,15.29,0.0,15.1,0.0,0.0,15.4,15.14,0.0,77092.72,2022/07/28 05:11:32,2022/07/27 18:19:40,8009.82,7782.96,7836.35,7910.69,7825.74,7912.39,7898.0,7889.81,7926.23,7790.12,17154.47,77089.8,0.0,78782.11,0.0,2022-07-28 10:35:00,7,28,10,3,Thursday,82,658,39.660625,126221.01060157121,77.51720536357521
34.1,54.0,2.2,8.771,945.6,398.0,394.4,395.5,233.3,228.8,227.4,138.453,138.124,138.185,98.14,68.0,1.0,50.0,95.182,1.697,247.42,96.984,653.7,653.7,638.6,638.6,637.4,637.4,645.3,645.3,635.8,635.8,646.9,646.9,625.8,625.8,635.5,635.5,644.7,644.7,644.9,644.9,14.97,0.0,0.0,14.82,14.99,0.0,0.0,15.28,14.94,0.0,0.0,14.95,15.6,0.0,15.2,0.0,0.0,15.29,14.98,0.0,77100.74,2022/07/28 05:11:32,2022/07/27 18:19:40,8010.65,7783.77,7837.16,7911.52,7826.56,7913.22,7898.81,7890.63,7927.06,7790.93,17162.49,77097.82,0.0,78790.31,0.0,2022-07-28 10:40:00,7,28,10,3,Thursday,82,658,40.010000000000005,124938.33047496689,77.62549702025359
34.8,54.0,0.9,9.055,947.0,399.1,394.8,396.5,233.3,228.8,228.4,137.495,137.207,137.154,98.14,69.0,1.0,50.06,94.735,-0.32,255.4,96.482,653.7,653.7,626.8,626.8,639.2,639.2,646.3,646.3,641.9,641.9,641.0,641.0,625.8,625.8,634.8,634.8,647.4,647.4,641.3,641.3,14.84,0.0,0.0,15.07,14.87,0.0,0.0,14.97,14.98,0.0,0.0,15.14,15.53,0.0,15.32,0.0,0.0,15.06,15.07,0.0,77108.63,2022/07/28 05:11:32,2022/07/27 18:19:40,8011.47,7784.56,7837.97,7912.33,7827.35,7914.03,7899.62,7891.44,7927.87,7791.74,17170.38,77105.71,0.0,78798.38,0.0,2022-07-28 10:45:00,7,28,10,3,Thursday,82,658,40.71875,124695.33429969662,77.37418608471121
33.2,52.6,3.0,9.624,947.0,401.1,397.9,398.8,234.3,229.8,229.4,137.484,137.149,137.156,98.14,70.6,1.0,49.93,95.223,0.622,271.23,97.008,648.2,648.2,635.3,635.3,631.5,631.5,645.3,645.3,634.5,634.5,640.8,640.8,630.4,630.4,641.4,641.4,651.7,651.7,644.7,644.7,15.01,0.0,0.0,15.04,15.23,0.0,0.0,15.1,15.24,0.0,0.0,15.36,15.32,0.0,15.11,0.0,0.0,15.08,14.98,0.0,77124.46,2022/07/28 05:11:32,2022/07/27 18:19:40,8013.11,7786.16,7839.58,7913.97,7828.96,7915.65,7901.23,7893.06,7929.51,7793.35,17186.21,77121.54,0.0,78814.58,0.0,2022-07-28 10:55:00,7,28,10,3,Thursday,82,658,39.118750000000006,125661.4804508123,77.19788088758978
33.3,51.7,3.1,9.91,952.8,400.1,396.8,397.8,234.3,229.8,228.4,139.263,138.7,138.799,98.14,71.3,1.0,49.92,96.026,0.523,279.25,97.826,641.7,641.7,638.7,638.7,637.5,637.5,645.3,645.3,631.4,631.4,642.8,642.8,621.4,621.4,635.5,635.5,647.4,647.4,646.7,646.7,15.36,0.0,0.0,14.92,14.94,0.0,0.0,15.13,15.2,0.0,0.0,15.13,15.53,0.0,15.54,0.0,0.0,15.47,15.09,0.0,77132.48,2022/07/28 05:11:32,2022/07/27 18:19:40,8013.94,7786.97,7840.39,7914.79,7829.77,7916.49,7902.05,7893.88,7930.34,7794.17,17194.14,77129.47,0.0,78822.79,0.0,2022-07-28 11:00:00,7,28,11,3,Thursday,83,659,39.254999999999995,126348.32998314587,77.42563753161551
33.6,50.8,3.0,14.892,951.9,395.9,392.9,393.9,231.7,227.2,226.3,128.854,128.564,128.723,97.64,72.0,0.999,50.19,88.291,1.438,416.18,90.425,709.4,709.4,709.2,709.2,709.6,709.6,709.1,709.1,709.6,709.6,708.9,708.9,709.0,709.0,709.2,709.2,709.7,709.7,708.8,708.8,13.01,0.0,0.0,12.05,11.82,0.0,0.0,12.83,11.9,0.0,0.0,12.93,11.54,0.0,12.36,0.0,0.0,13.17,12.77,0.0,77269.5,2022/07/28 05:11:32,2022/07/27 18:19:40,8028.17,7800.7,7854.13,7928.92,7843.55,7930.65,7915.81,7907.84,7944.63,7808.16,17331.23,77266.56,0.0,78962.56,0.0,2022-07-28 12:30:00,7,28,12,3,Thursday,84,660,39.549375,125408.11138613598,72.10458637845063
32.5,49.6,3.8,13.246,946.6,401.4,397.8,398.8,234.7,230.2,228.8,140.577,140.158,140.222,98.22,73.7,1.0,49.85,97.391,0.226,373.96,99.216,661.3,661.3,645.3,645.3,645.0,645.0,656.5,656.5,645.3,645.3,650.9,650.9,636.1,636.1,645.0,645.0,663.1,663.1,650.8,650.8,15.31,0.0,0.0,15.24,15.14,0.0,0.0,15.19,15.39,0.0,0.0,15.35,15.44,0.0,15.54,0.0,0.0,15.18,15.2,0.0,77936.33,2022/07/29 05:05:28,2022/07/28 18:17:16,8097.0,7867.83,7921.82,7997.28,7911.2,7999.11,7983.92,7976.26,8013.42,7875.93,17998.17,77933.5,0.0,79643.77,0.0,2022-07-29 11:50:00,7,29,11,4,Friday,107,683,38.41625,126135.15895166536,78.65848096962345
31.3,47.0,7.3,14.646,945.3,401.3,396.7,397.7,234.7,230.2,228.8,138.673,138.321,138.462,98.17,74.7,1.0,49.95,95.899,-0.658,414.19,97.647,695.8,695.8,681.3,681.3,681.1,681.1,691.6,691.6,681.1,681.1,693.2,693.2,676.2,676.2,685.3,685.3,693.1,693.1,692.0,692.0,14.17,0.0,0.0,14.12,14.11,0.0,0.0,14.22,14.24,0.0,0.0,14.24,14.43,0.0,14.32,0.0,0.0,14.47,14.18,0.0,77976.56,2022/07/29 05:05:28,2022/07/28 18:17:16,8101.16,7871.88,7925.88,8001.41,7915.27,8003.26,7988.02,7980.38,8017.6,7880.03,18038.4,77973.73,0.0,79684.89,0.0,2022-07-29 12:15:00,7,29,12,4,Friday,108,684,37.208125,126626.23947545381,77.11434881466937
34.4,52.5,3.1,9.192,951.1,393.7,390.2,391.6,229.8,225.4,224.4,137.289,136.86,137.176,98.19,71.7,1.0,50.0,93.329,-0.171,256.77,95.078,681.5,681.5,667.7,667.7,668.6,668.6,680.3,680.3,668.2,668.2,681.1,681.1,663.3,663.3,671.7,671.7,677.4,677.4,676.6,676.6,13.89,0.0,0.0,13.86,13.84,0.0,0.0,13.96,13.95,0.0,0.0,13.95,14.15,0.0,14.06,0.0,0.0,14.23,13.91,0.0,78562.48,2022/07/30 05:04:39,2022/07/29 18:17:49,8161.59,7930.87,7985.31,8061.33,7974.9,8063.44,8047.85,8040.38,8078.1,7939.61,18624.23,78559.56,0.0,80283.38,0.0,2022-07-30 10:45:00,7,30,10,5,Saturday,130,706,40.344375,125526.15981075773,75.74357420265136
33.8,49.9,1.7,15.759,950.4,394.3,389.7,391.7,230.0,225.6,224.6,145.226,144.903,144.865,98.2,76.9,1.0,49.91,98.627,0.489,438.87,100.486,655.9,655.9,634.3,634.3,635.7,635.7,651.1,651.1,656.3,656.3,648.2,648.2,642.3,642.3,642.2,642.2,646.9,646.9,653.0,653.0,15.42,0.0,0.0,15.52,15.63,0.0,0.0,15.58,15.2,0.0,0.0,15.86,15.74,0.0,15.74,0.0,0.0,15.83,15.45,0.0,78744.58,2022/07/30 05:04:39,2022/07/29 18:17:49,8180.4,7949.09,8003.6,8080.07,7993.3,8082.27,8066.33,8058.99,8097.09,7958.18,18806.24,78741.57,0.0,80469.32,0.0,2022-07-30 12:40:00,7,30,12,5,Saturday,132,708,39.739999999999995,125813.02921570212,79.86931133159524
34.2,50.6,3.0,16.044,947.1,395.3,391.8,392.8,231.1,226.6,225.6,141.72,141.253,141.662,98.18,76.9,1.0,49.94,96.606,0.012,446.88,98.426,681.3,681.3,681.0,681.0,681.4,681.4,680.9,680.9,681.4,681.4,680.8,680.8,680.9,680.9,681.0,681.0,681.5,681.5,680.6,680.6,14.53,0.0,0.0,13.92,13.87,0.0,0.0,14.55,14.07,0.0,0.0,14.63,14.02,0.0,14.38,0.0,0.0,14.81,14.49,0.0,78752.59,2022/07/30 05:04:39,2022/07/29 18:17:49,8181.22,7949.9,8004.4,8080.89,7994.11,8083.1,8067.14,8059.8,8097.93,7959.0,18814.25,78749.58,0.0,80477.49,0.0,2022-07-30 12:45:00,7,30,12,5,Saturday,132,708,40.119375000000005,125121.44367676674,78.66437367384397
35.9,53.1,1.0,5.829,949.5,396.8,392.7,393.1,231.5,227.8,226.2,137.709,137.231,137.603,98.22,64.0,0.998,50.22,94.035,0.796,162.23,95.798,671.0,671.0,660.1,660.1,661.7,661.7,667.4,667.4,657.6,657.6,664.2,664.2,650.5,650.5,658.8,658.8,660.9,660.9,664.3,664.3,14.43,0.0,0.0,14.31,14.27,0.0,0.0,14.46,14.38,0.0,0.0,14.42,14.59,0.0,14.48,0.0,0.0,14.71,14.43,0.0,79180.58,2022/07/31 05:12:19,2022/07/30 18:14:41,8225.21,7992.92,8047.89,8124.61,8037.77,8127.0,8110.93,8103.9,8142.12,8002.62,19242.32,79177.65,0.0,80914.97,0.0,2022-07-31 09:45:00,7,31,9,6,Sunday,153,729,41.834374999999994,124450.44518847838,76.97682387147377
34.4,53.7,2.9,9.65,953.9,404.5,401.5,400.7,236.0,232.0,230.8,136.626,136.321,136.116,98.22,71.8,0.998,49.96,95.171,-0.814,267.54,96.965,644.8,644.8,638.2,638.2,636.1,636.1,642.0,642.0,636.5,636.5,641.0,641.0,615.6,615.6,623.5,623.5,644.4,644.4,650.0,650.0,15.18,0.0,0.0,14.99,15.21,0.0,0.0,15.4,15.12,0.0,0.0,15.34,15.54,0.0,15.52,0.0,0.0,15.26,14.89,0.0,79285.89,2022/07/31 05:12:19,2022/07/30 18:14:41,8236.13,8003.56,8058.61,8135.48,8048.44,8137.82,8121.64,8114.69,8153.03,8013.37,19347.64,79282.97,0.0,81022.77,0.0,2022-07-31 10:55:00,7,31,10,6,Sunday,154,730,40.361875,125923.51578865865,77.00309143427934
33.4,50.0,2.3,12.449,946.4,403.3,400.5,400.5,235.7,231.7,230.2,140.242,139.761,139.952,98.15,71.1,1.0,49.96,97.712,1.307,357.81,99.554,649.0,649.0,643.0,643.0,644.1,644.1,654.8,654.8,628.5,628.5,636.8,636.8,642.7,642.7,649.2,649.2,661.4,661.4,646.8,646.8,15.54,0.0,0.0,15.36,15.26,0.0,0.0,15.33,15.47,0.0,0.0,15.54,15.46,0.0,15.28,0.0,0.0,15.29,15.37,0.0,80008.41,2022/08/01 05:06:58,2022/07/31 18:17:22,8311.21,8076.54,8132.11,8210.01,8121.65,8212.14,8194.89,8188.74,8228.07,8087.09,357.99,80005.49,0.0,81762.45,0.0,2022-08-01 11:35:00,8,1,11,0,Monday,11,11,39.315,125476.21923062306,79.34093058464052
33.3,53.1,2.6,10.344,954.4,398.0,393.3,394.8,232.5,227.3,227.2,141.324,141.044,141.028,98.17,74.2,0.996,49.88,96.962,0.279,291.13,98.779,644.3,644.3,640.3,640.3,640.4,640.4,641.6,641.6,640.6,640.6,646.1,646.1,626.2,626.2,640.4,640.4,645.0,645.0,639.5,639.5,15.44,0.0,0.0,15.19,15.26,0.0,0.0,15.53,15.3,0.0,0.0,15.4,15.75,0.0,15.46,0.0,0.0,15.49,15.34,0.0,80678.57,2022/08/02 05:12:21,2022/08/01 18:14:22,8380.56,8144.11,8200.3,8278.98,8189.78,8281.0,8263.11,8257.36,8297.14,8155.0,1028.06,80675.56,0.0,82447.34,0.0,2022-08-02 10:50:00,8,2,10,1,Tuesday,34,34,39.265,126593.10210567333,78.02873802519227
33.7,51.0,3.2,13.333,948.0,396.1,392.5,393.9,231.0,227.5,226.4,150.267,150.015,149.899,98.12,65.9,1.0,49.96,102.685,0.759,369.89,104.652,649.5,649.5,635.4,635.4,630.4,630.4,639.5,639.5,645.6,645.6,632.5,632.5,620.9,620.9,637.5,637.5,649.3,649.3,649.7,649.7,14.75,0.0,0.0,15.05,15.44,0.0,0.0,15.66,15.82,0.0,0.0,16.82,17.52,0.0,17.77,0.0,0.0,18.12,17.26,0.0,81391.14,2022/08/03 05:09:42,2022/08/02 18:17:04,8454.58,8215.95,8272.68,8352.44,8262.0,8354.34,8335.3,8330.34,8370.92,8227.53,1740.73,81388.23,0.0,83176.29,0.0,2022-08-03 12:00:00,8,3,12,2,Wednesday,60,60,39.625,125462.58394934119,83.41291619042056
33.4,51.3,3.3,15.841,951.8,391.9,389.0,389.4,229.2,224.6,224.5,144.439,144.02,144.156,98.12,72.2,1.0,49.81,97.494,0.312,440.28,99.372,641.7,641.7,643.0,643.0,642.8,642.8,642.5,642.5,639.1,639.1,645.9,645.9,643.3,643.3,647.3,647.3,640.7,640.7,641.0,641.0,15.81,0.0,0.0,15.38,15.36,0.0,0.0,15.77,15.52,0.0,0.0,15.7,15.46,0.0,15.45,0.0,0.0,15.84,15.51,0.0,81461.62,2022/08/03 05:09:42,2022/08/02 18:17:04,8462.0,8223.11,8279.85,8359.74,8269.16,8361.61,8342.4,8337.52,8378.25,8234.69,1811.2,81458.7,0.0,83248.33,0.0,2022-08-03 12:50:00,8,3,12,2,Wednesday,60,60,39.348749999999995,126133.11555109572,78.78343412499396
32.9,49.2,2.2,19.316,953.8,394.4,391.2,392.1,230.4,226.6,226.0,143.765,143.54,143.389,98.12,75.0,1.0,50.1,97.532,-0.971,540.37,99.401,652.0,652.0,649.1,649.1,638.8,638.8,650.9,650.9,656.3,656.3,664.8,664.8,653.0,653.0,646.4,646.4,648.5,648.5,654.5,654.5,14.39,0.0,0.0,15.2,15.99,0.0,0.0,16.15,15.23,0.0,0.0,14.84,14.71,0.0,15.24,0.0,0.0,15.64,15.66,0.0,81561.71,2022/08/03 05:09:42,2022/08/02 18:17:04,8472.39,8233.2,8289.97,8370.03,8279.31,8371.95,8352.56,8347.74,8388.66,8244.9,1911.29,81558.79,0.0,83350.71,0.0,2022-08-03 13:55:00,8,3,13,2,Wednesday,61,61,38.86125,126694.58276672094,78.4571824850824
35.0,55.4,3.3,9.363,953.9,404.8,401.2,402.5,236.4,232.3,231.7,137.003,136.715,136.468,98.21,69.6,1.0,50.08,95.538,-1.207,262.13,97.319,646.9,646.9,643.2,643.2,637.3,637.3,645.1,645.1,632.9,632.9,632.2,632.2,623.2,623.2,630.7,630.7,638.9,638.9,642.1,642.1,15.35,0.0,0.0,14.92,15.1,0.0,0.0,15.3,15.21,0.0,0.0,15.42,15.44,0.0,15.27,0.0,0.0,15.41,15.09,0.0,81934.85,2022/08/04 05:13:26,2022/08/03 18:12:38,8510.9,8271.07,8328.29,8408.27,8317.35,8409.97,8390.74,8386.03,8426.77,8282.71,2284.43,81931.93,0.0,83732.1,0.0,2022-08-04 10:35:00,8,4,10,3,Thursday,82,82,40.961875,125545.49030835129,77.51692216182005
33.5,50.3,2.5,11.919,947.8,408.7,405.2,405.7,238.6,234.3,233.8,137.683,137.412,137.275,98.17,73.8,1.0,49.93,97.246,-0.83,334.08,99.058,647.0,647.0,649.0,649.0,645.9,645.9,657.1,657.1,644.7,644.7,649.9,649.9,635.3,635.3,641.3,641.3,650.8,650.8,644.3,644.3,15.29,0.0,0.0,14.98,15.27,0.0,0.0,15.35,15.17,0.0,0.0,15.43,15.55,0.0,15.43,0.0,0.0,15.3,15.17,0.0,82006.8,2022/08/04 05:13:26,2022/08/03 18:12:38,8518.38,8278.33,8335.59,8415.69,8324.62,8417.36,8398.03,8393.37,8434.22,8290.02,2356.48,82003.98,0.0,83805.61,0.0,2022-08-04 11:20:00,8,4,11,3,Thursday,83,83,39.42375,125621.69770780421,78.85421213651219
37.4,55.8,2.2,7.831,953.2,392.2,389.0,389.5,229.6,224.2,224.3,140.919,140.616,140.627,98.1,68.4,0.997,50.07,95.172,1.356,223.83,96.975,636.7,636.7,642.4,642.4,626.3,626.3,635.4,635.4,636.2,636.2,630.0,630.0,628.6,628.6,630.0,630.0,631.5,631.5,638.6,638.6,15.35,0.0,0.0,14.95,15.42,0.0,0.0,15.43,15.26,0.0,0.0,15.27,15.44,0.0,15.53,0.0,0.0,15.56,15.32,0.0,82556.26,2022/08/05 05:14:25,2022/08/04 18:11:04,8575.3,8333.84,8391.59,8472.15,8380.49,8473.62,8454.02,8449.77,8491.0,8346.08,2905.84,82553.34,0.0,84367.86,0.0,2022-08-05 10:25:00,8,5,10,4,Friday,106,106,43.3575,123857.39273067372,78.29568979452915
33.2,49.1,3.0,15.892,950.7,395.6,391.5,391.0,231.1,226.6,224.9,142.959,142.432,142.766,98.14,76.3,1.0,50.04,97.215,-1.532,446.68,99.048,690.5,690.5,676.0,676.0,675.4,675.4,686.6,686.6,675.9,675.9,687.2,687.2,670.4,670.4,679.0,679.0,688.0,688.0,686.9,686.9,14.44,0.0,0.0,14.37,14.37,0.0,0.0,14.5,14.49,0.0,0.0,14.53,14.71,0.0,14.6,0.0,0.0,14.76,14.42,0.0,85133.58,2022/08/13 05:27:05,2022/08/12 18:18:25,8842.51,8594.95,8655.53,8736.88,8644.73,8737.66,8717.67,8714.93,8756.33,8608.9,5483.16,85130.66,0.0,87010.09,0.0,2022-08-13 12:50:00,8,13,12,5,Saturday,132,300,39.141875,126138.43088740198,78.52325362158312
34.0,53.0,2.7,9.783,945.1,400.7,397.0,397.0,233.9,229.7,228.2,139.575,139.36,139.435,98.19,66.9,1.0,50.03,96.428,-1.376,272.85,98.245,644.0,644.0,638.9,638.9,637.3,637.3,648.3,648.3,640.9,640.9,650.2,650.2,634.5,634.5,642.8,642.8,645.8,645.8,644.4,644.4,15.23,0.0,0.0,15.17,15.23,0.0,0.0,15.25,15.04,0.0,0.0,15.08,15.59,0.0,15.28,0.0,0.0,15.38,15.31,0.0,85660.0,2022/08/14 05:26:14,2022/08/13 18:25:26,8896.87,8648.08,8709.15,8790.98,8698.33,8791.67,8771.4,8768.91,8810.4,8662.28,6009.58,85657.08,0.0,87548.07,0.0,2022-08-14 11:05:00,8,14,11,6,Sunday,155,323,39.906875,124998.0648024263,78.59721680914615
34.2,53.5,4.0,10.639,952.9,401.9,397.3,397.7,234.0,230.5,228.3,139.433,139.105,139.194,98.19,70.3,1.0,50.09,96.508,1.711,297.0,98.328,649.9,649.9,644.5,644.5,640.0,640.0,643.8,643.8,638.4,638.4,638.3,638.3,629.4,629.4,636.8,636.8,640.3,640.3,644.3,644.3,15.24,0.0,0.0,14.99,15.11,0.0,0.0,15.38,15.09,0.0,0.0,15.54,15.66,0.0,15.59,0.0,0.0,15.54,15.26,0.0,85684.15,2022/08/14 05:26:14,2022/08/13 18:25:26,8899.37,8650.52,8711.6,8793.47,8700.79,8794.18,8773.87,8771.39,8812.9,8664.72,6033.73,85681.23,0.0,87572.81,0.0,2022-08-14 11:20:00,8,14,11,6,Sunday,155,323,40.155625,125878.46734690698,78.11343915478334
32.7,49.8,3.5,13.872,952.1,401.0,396.8,396.3,234.2,230.1,227.8,143.671,143.479,143.405,98.2,74.0,1.0,49.95,99.143,-1.881,383.35,100.96,634.0,634.0,624.8,624.8,628.7,628.7,629.7,629.7,630.3,630.3,631.8,631.8,632.4,632.4,632.5,632.5,630.9,630.9,643.6,643.6,16.2,0.0,0.0,15.87,16.0,0.0,0.0,16.29,16.06,0.0,0.0,16.24,15.99,0.0,16.12,0.0,0.0,16.33,15.64,0.0,85770.5,2022/08/14 05:26:14,2022/08/13 18:25:26,8908.35,8659.18,8720.27,8802.4,8709.51,8803.13,8782.57,8780.18,8821.9,8673.49,6120.09,85767.59,0.0,87660.98,0.0,2022-08-14 12:15:00,8,14,12,6,Sunday,156,324,38.650625000000005,126699.83014799748,79.68440043058392
33.4,51.1,2.3,15.501,953.2,404.7,400.2,400.3,236.2,232.0,230.2,139.442,138.938,139.369,98.13,74.6,1.0,50.08,97.207,-0.017,430.26,99.059,686.5,686.5,673.5,673.5,674.1,674.1,684.7,684.7,675.1,675.1,685.2,685.2,668.1,668.1,675.3,675.3,678.0,678.0,677.4,677.4,14.52,0.0,0.0,14.47,14.46,0.0,0.0,14.6,14.58,0.0,0.0,14.6,14.8,0.0,14.69,0.0,0.0,14.85,14.53,0.0,85817.41,2022/08/14 05:26:14,2022/08/13 18:25:26,8913.19,8663.88,8725.0,8807.23,8714.26,8807.98,8787.34,8784.98,8826.78,8678.25,6166.99,85814.49,0.0,87708.89,0.0,2022-08-14 12:45:00,8,14,12,6,Sunday,156,324,39.3575,126326.20063557637,78.41524521564904
33.3,49.8,2.4,15.784,946.6,404.7,401.4,400.3,236.2,232.0,230.2,140.457,140.055,140.057,98.13,75.0,1.0,49.9,98.052,-0.565,438.41,99.991,652.5,652.5,652.9,652.9,642.5,642.5,660.8,660.8,652.1,652.1,666.6,666.6,651.1,651.1,644.9,644.9,652.7,652.7,644.3,644.3,15.47,0.0,0.0,15.27,15.37,0.0,0.0,15.35,15.34,0.0,0.0,15.2,15.39,0.0,15.71,0.0,0.0,15.57,15.58,0.0,85825.56,2022/08/14 05:26:14,2022/08/13 18:25:26,8914.03,8664.71,8725.83,8808.08,8715.1,8808.83,8788.17,8785.81,8827.62,8679.08,6175.14,85822.64,0.0,87717.26,0.0,2022-08-14 12:50:00,8,14,12,6,Sunday,156,324,39.216249999999995,125536.76017336991,79.65077309778388
33.5,50.5,3.2,15.25,949.6,401.2,397.9,398.5,234.6,230.4,229.3,139.741,139.503,139.761,98.15,76.4,1.0,50.03,96.683,1.048,427.79,98.526,681.4,681.4,668.3,668.3,668.8,668.8,678.8,678.8,669.8,669.8,679.8,679.8,663.2,663.2,670.3,670.3,674.0,674.0,673.6,673.6,14.47,0.0,0.0,14.4,14.41,0.0,0.0,14.55,14.54,0.0,0.0,14.55,14.77,0.0,14.64,0.0,0.0,14.84,14.5,0.0,86540.98,2022/08/15 05:28:02,2022/08/14 18:12:00,8987.93,8736.83,8798.53,8881.59,8787.91,8882.32,8861.27,8859.08,8901.48,8751.68,6890.56,86538.06,0.0,88448.62,0.0,2022-08-15 12:35:00,8,15,12,0,Monday,12,348,39.435,125827.81640067472,78.30224096575174
34.1,50.6,2.3,15.825,951.9,401.1,397.9,398.7,234.8,230.4,229.3,139.64,139.185,139.515,98.16,76.4,1.0,49.91,96.832,0.235,444.08,98.667,682.5,682.5,668.8,668.8,669.0,669.0,679.1,679.1,669.8,669.8,680.0,680.0,663.3,663.3,670.7,670.7,675.0,675.0,674.0,674.0,14.38,0.0,0.0,14.3,14.32,0.0,0.0,14.44,14.44,0.0,0.0,14.44,14.66,0.0,14.54,0.0,0.0,14.74,14.39,0.0,86557.27,2022/08/15 05:28:02,2022/08/14 18:12:00,8989.62,8738.46,8800.17,8883.27,8789.57,8884.01,8862.93,8860.74,8903.17,8753.34,6906.85,86554.35,0.0,88465.28,0.0,2022-08-15 12:45:00,8,15,12,0,Monday,12,348,40.049375,125772.45090609534,78.44881712106182
